RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,class
0.014354177195761118,0.03939025845585242,0.16001261792994048,0.03105638314770201,0.022779491488454973,0.014431494473031813,0.026377400058324674,0.005301608248001927,0.0,0
0.0123294066089535,0.025055196043121314,0.15774615025387903,0.031960937996664204,0.035877699094316484,0.018110110711255605,0.025590014981956774,0.0,0.0,0
0.019849983074238763,0.04337914538809066,0.17315813045109707,0.005427329093773165,0.02232390165868581,0.003112675278497058,0.032597742161631096,0.0,0.0,0
0.019849983074238763,0.04337914538809066,0.17315813045109707,0.005427329093773165,0.02232390165868581,0.003112675278497058,0.032597742161631096,0.0,0.0,0
0.012257093373710299,0.025678459626283522,0.1586527373243036,0.025026017487954046,0.0366749812964125,0.018110110711255605,0.026298661550687885,0.0,0.0,0
0.011570117638900493,0.02468123789322399,0.1550263890426052,0.027438163751853227,0.038611238072931195,0.01669525831193876,0.025275060951409623,0.0,0.0,0
0.012003997050359297,0.03091387372484621,0.15366650843696833,0.03135790143068941,0.03359974994547112,0.01669525831193876,0.024881368413225663,0.0,0.0,0
0.019795748147806463,0.0373958149897333,0.17406471752152167,0.012965286168458117,0.022210004201243635,0.004810498157677271,0.03393629679145653,0.0,0.0,0
0.012130545212034799,0.02493054332648887,0.15547968257781752,0.02713664546886583,0.03576380163687432,0.01754416975152887,0.026219923043051097,0.0,0.058563958701086424,0
0.014191472416463817,0.034404149790554645,0.15774615025387903,0.031960937996664204,0.02437405589264683,0.015563376392485286,0.028109647226334064,0.0,0.0,0
0.01363104484332951,0.0306645682915813,0.15275992136654376,0.02683512718587843,0.033144160115701954,0.016129317352212024,0.026771092596508627,0.0,0.03123411130724609,0
0.028057535274333828,0.04063678562217686,0.16771860802854954,0.012663767885470719,0.020045952509840276,0.0005659409597267377,0.03456620485255085,0.0,0.01952131956702881,0
0.020030766162346562,0.03091387372484621,0.1708916627750356,0.015075914149369905,0.02482964572241584,0.0036786162382237953,0.036140975005286645,0.0,0.0,0
0.014155315798842414,0.03552602424024664,0.15185333429611916,0.028342718600815425,0.025854722839396355,0.01669525831193876,0.027401000657602953,0.0,0.0,0
0.021784362116992678,0.03727116227310087,0.16862519509897414,0.006633402225722759,0.0220961067438013,0.0025467343187703198,0.03645592903583382,0.0,0.03123411130724609,0
0.01466150844554442,0.030789221008213737,0.15094674722569457,0.02985031001575241,0.02904385164778006,0.016978228791802132,0.029211986333249125,0.0,0.02147345152373169,0
0.012528268005871802,0.03365623349075997,0.13009524460592894,0.02713664546886583,0.0345109296050093,0.015563376392485286,0.028345862749244423,0.0,0.0,0
0.013052538961384707,0.030041304708419096,0.12873536400029206,0.02985031001575241,0.03462482706245148,0.015563376392485286,0.02866081677979159,0.0,0.0,0
0.011985918741548396,0.03091387372484621,0.12737548339465518,0.03015182829873981,0.036105494009201156,0.014431494473031813,0.028267124241607638,0.0,0.017569187610325925,0
0.011823213962251495,0.021440267260780417,0.12284254804253221,0.03015182829873981,0.044306110945044934,0.01584634687234866,0.028582078272154803,0.0,0.046851166960869134,0
0.0018078308810784154,0.028171513958932422,0.15729285671866672,0.025026017487954046,0.036105494009201156,0.01754416975152887,0.0229916442299427,0.0,0.0605160906577893,0
0.012817520946844605,0.02667568135934308,0.15774615025387903,0.03015182829873981,0.03576380163687432,0.016978228791802132,0.02362155229103702,0.0,0.0,0
0.011552039330089593,0.0342794970739222,0.1695317821693987,0.026533608902891026,0.036219391466643325,0.01669525831193876,0.02047201198556542,0.0,0.0,0
0.011552039330089593,0.0331576226242302,0.16590543388770035,0.02713664546886583,0.03394144231779796,0.016129317352212024,0.022361736168848383,0.0,0.02147345152373169,0
0.014281863960517917,0.03577532967351152,0.16409225974685115,0.02472449920496665,0.032232980456163775,0.003961586718087166,0.026219923043051097,0.0,0.0,0
0.015583502194894329,0.038393036722792866,0.16227908560600196,0.03105638314770201,0.021754414371474462,0.003395645758360426,0.025511276474319985,0.03325554264655754,0.0,0
0.019108772412997056,0.034653455223819525,0.17497130459194626,0.01778957869625649,0.022551696573570472,0.006508321036857484,0.03236152663872072,0.0,0.02147345152373169,0
0.020103079397589763,0.042880534521560855,0.17270483691588479,0.014774395866382508,0.017540208446110244,0.0,0.03354260425327257,0.0,0.0,0
0.019108772412997056,0.0342794970739222,0.1695317821693987,0.018392615262231286,0.0250574406373005,0.005093468637540639,0.03291269619217825,0.0,0.013664923696920166,0
0.017789055869809747,0.03689720412320352,0.16273237914121425,0.025026017487954046,0.024487953350089003,0.0025467343187703198,0.031259187531805656,0.0,0.0,0
0.018747206236781052,0.028919430258727095,0.16545214035248806,0.017488060413269092,0.027449287243588204,0.005376439117404009,0.03480242037546121,0.0,0.03318624326394898,0
0.018747206236781052,0.028919430258727095,0.16545214035248806,0.017488060413269092,0.028588261818010892,0.005376439117404009,0.03480242037546121,0.0,0.03318624326394898,0
0.018747206236781052,0.029791999275154187,0.16227908560600196,0.018392615262231286,0.027221492328703703,0.006508321036857484,0.03456620485255085,0.0,0.03123411130724609,0
0.021422795940776673,0.03216040089117065,0.16227908560600196,0.015980468998332102,0.02482964572241584,0.003395645758360426,0.0373220526198385,0.0,0.005856395870108643,0
0.008297943744148766,0.0514815719691995,0.16635872742291263,0.04372015103317273,0.023462876233108658,0.004527527677813901,0.015196531973900487,0.0,0.023425583480434567,1
0.013251400358303009,0.036273940540041315,0.17542459812715858,0.029548791732765013,0.024487953350089003,0.015280405912621921,0.022755428707032337,0.0,0.06246822261449218,1
0.00864143161155387,0.02941804112525686,0.16273237914121425,0.037086748807449964,0.037472263498508344,0.018959022150845717,0.01889724183282962,0.0,0.0,1
0.009328407346363678,0.032534359041067974,0.16182579207078968,0.038594340222386954,0.034852621977336136,0.0172611992716655,0.01936967287865036,0.0,0.0,1
0.008695666537986169,0.028545472108829746,0.1613724985355774,0.03768978537342476,0.03758616095595068,0.020373874550162558,0.01944841138628715,0.0,0.0,1
0.00858719668512157,0.028545472108829746,0.16227908560600196,0.036785230524462566,0.03770005841339301,0.01952496311057245,0.019920842432107892,0.0,0.0,1
0.009581503669714678,0.03378088620739242,0.16363896621163884,0.03768978537342476,0.029385544020106895,0.018676051670982345,0.02047201198556542,0.0,0.0,1
0.009256094111120475,0.028296166675564866,0.16227908560600196,0.03768978537342476,0.034397032147566974,0.0172611992716655,0.020550750493202208,0.0,0.0,1
0.009002997787769472,0.03976421660574975,0.1595593243947282,0.028945755166790217,0.03496651943477831,0.010469907754944649,0.019763365416834315,0.0,0.027329847393840333,1
0.00858719668512157,0.02605241777618087,0.1595593243947282,0.04854444356097109,0.03473872451989381,0.01952496311057245,0.019999580939744677,0.0,0.0,1
0.008623353302743372,0.026551028642710636,0.1595593243947282,0.05517784578669386,0.03246077537104829,0.01952496311057245,0.019999580939744677,0.0,0.0,1
0.00864143161155387,0.03141248459137597,0.15638626964824212,0.03437308426056338,0.038269545700604354,0.0172611992716655,0.019133457355739996,0.0,0.0,1
0.00959958197852558,0.03340692805749508,0.16091920500036508,0.028945755166790217,0.03416923723268246,0.019241992630709085,0.02102318153902295,0.0,0.0,1
0.008659509920364772,0.02941804112525686,0.1595593243947282,0.03799130365641216,0.034852621977336136,0.019241992630709085,0.020629489000839007,0.0,0.017569187610325925,1
0.0053150227903698425,0.04387775625462041,0.14006770238059946,0.05397177265474427,0.02813267198824188,0.031126752784970572,0.012991853760070367,0.0,0.0,1
0.009219937493499076,0.032783664474332855,0.16227908560600196,0.03618219395848777,0.033144160115701954,0.0127336715938516,0.02188930512302765,0.0,0.0,1
0.008207552200095067,0.03128783187474353,0.15819944378909132,0.03557915739251298,0.03918072536014253,0.010752878234808017,0.02047201198556542,0.0,0.0,1
0.009581503669714678,0.033282275340862644,0.15819944378909132,0.037086748807449964,0.032346877913606104,0.018959022150845717,0.020865704523749376,0.0,0.01952131956702881,1
0.009093389331823173,0.028420819392197313,0.1586527373243036,0.03588067567550037,0.03508041689222065,0.016978228791802132,0.021180658554296523,0.0,0.0,1
0.009491112125660579,0.022686794427104875,0.15774615025387903,0.04763988871200891,0.03895293044525803,0.017827140231392237,0.020865704523749376,0.0,0.017569187610325925,1
0.013124852196627908,0.027423597659137752,0.1695317821693987,0.02472449920496665,0.02813267198824188,0.018110110711255605,0.027794693195786903,0.0,0.04294690304746338,1
0.008858371317283072,0.027049639509240428,0.1559329761130298,0.03497612082653818,0.037016673668739335,0.01245070111398823,0.022361736168848383,0.0,0.0,1
0.008551040067499767,0.029791999275154187,0.15457309550739293,0.03889585850537436,0.03929462281758487,0.001980793359043582,0.02330659826048987,0.0,0.037090507177354744,1
0.00858719668512157,0.03128783187474353,0.15140004076090685,0.03557915739251298,0.037472263498508344,0.011035848714671387,0.021968043630664437,0.0,0.0,1
0.009292250728741876,0.02468123789322399,0.15094674722569457,0.03618219395848777,0.039522417732469374,0.018959022150845717,0.022125520645938018,0.0,0.0,1
0.01346834006403261,0.032783664474332855,0.15547968257781752,0.03437308426056338,0.027904877073357377,0.014431494473031813,0.024960106920862462,0.0,0.0,1
0.013124852196627908,0.028545472108829746,0.16409225974685115,0.023216907790029655,0.028816056732895563,0.018110110711255605,0.029133247825612336,0.0,0.029281979350543212,1
0.011353177933170892,0.01832394934496931,0.1473203989439962,0.02623209061990363,0.042597649083410745,0.01754416975152887,0.02732226214996616,0.0,0.046851166960869134,1
0.010376949257389086,0.024182627026694204,0.13054853814114126,0.04281559618421053,0.03872513553037336,0.020656845030025926,0.024487675875041706,0.0,0.0,1
0.012582502932304505,0.027797555809035097,0.13417488642283962,0.03437308426056338,0.03542210926454748,0.016978228791802132,0.026456138565961455,0.006747501406547909,0.0,1
0.00976228675782248,0.025179848759753758,0.12918865753550435,0.03467460254355078,0.03940852027502704,0.016129317352212024,0.026456138565961455,0.005301608248001927,0.04294690304746338,1
0.011118159918631194,0.020193740094455976,0.12329584157774452,0.04040344992031135,0.034852621977336136,0.019807933590435818,0.02992063290198024,0.0,0.0,1
0.012745207711601404,0.023559363443531968,0.1251090157185937,0.0162819872813195,0.04555898297690995,0.009903966795217909,0.03141666454707924,0.0,0.03904263913405761,1
0.029106077185359236,0.03826838400616042,0.14278746359187325,0.011156176470533729,0.00865620676561279,0.0022637638389069507,0.04889661324244664,0.0,0.0,1
0.02341140990996289,0.038642342156057746,0.13145512521156585,0.026533608902891026,0.015262259297264874,0.0022637638389069507,0.04220384009331947,0.0,0.0,1
0.024586499982663802,0.008974995597535979,0.0,0.0479414069949963,0.027107594871261367,0.02292060886893288,0.06149477446433306,0.0,0.06637248652789796,1
0.03633740070967209,0.0,0.0,0.05457480922071906,0.0,0.016412287832075392,0.06196720551015379,0.15181878164732793,0.054659694787680665,1
0.041182387470961736,0.01957047651129377,0.0,0.021407798092105267,0.003986411010479556,0.003395645758360426,0.08472263421718614,0.0,0.046851166960869134,1
0.020012687853536062,0.0461215051540044,0.0,0.021407798092105267,0.03257467282849061,0.0028297047986336893,0.047951751150805154,0.0,0.015617055653623046,1
0.012709051093979603,0.03727116227310087,0.0,0.008140993640659752,0.05284842025321555,0.0,0.04377861024605529,0.0,0.0,1
0.028003300347901525,0.0062326358316222175,0.0,0.01447287758339511,0.03872513553037336,0.0,0.07283311956403082,0.0,0.0,1
0.029359173508710243,0.003614928782340876,0.0,0.013869841017420314,0.037244468583623846,0.0,0.07503779777786095,0.0,0.0,1
0.030046149243520046,0.023808668876796876,0.0,0.011457694753521128,0.025171338094742677,0.001697822879180213,0.0706284413502007,0.0,0.0,1
0.014046845945977816,0.03403019164065732,0.17361142398630938,0.029247273449777615,0.03120790333918326,0.016129317352212024,0.02188930512302765,0.0,0.027329847393840333,1
0.013233322049492508,0.02954269384188931,0.1799575334792815,0.02713664546886583,0.02995503130731824,0.016978228791802132,0.02362155229103702,0.0,0.0,1
0.01321524374068201,0.03340692805749508,0.17633118519758312,0.03135790143068941,0.029271646562664566,0.014431494473031813,0.022440474676485175,0.0,0.0,1
0.012907912490898303,0.03128783187474353,0.17678447873279543,0.033770047694588586,0.02870215927545322,0.015563376392485286,0.022676690199395548,0.0,0.01952131956702881,1
0.01072043712479379,0.03727116227310087,0.16681202095812495,0.04583077901408451,0.025626927924511846,0.018110110711255605,0.019290934371013566,0.0,0.0,1
0.010087696316416282,0.032035748174538206,0.16499884681727575,0.03738826709043736,0.03098010842429876,0.018393081191118977,0.02047201198556542,0.0,0.05661182674438354,1
0.00970805183139018,0.03527671880698176,0.16182579207078968,0.03557915739251298,0.030068928764760573,0.018110110711255605,0.019920842432107892,0.0,0.0,1
0.013179087123060207,0.03141248459137597,0.17043836923982328,0.03105638314770201,0.029499441477549234,0.016412287832075392,0.023542813783400236,0.0,0.0,1
0.009906913228308481,0.027423597659137752,0.1604659114651528,0.04010193163732396,0.035877699094316484,0.018110110711255605,0.02047201198556542,0.0,0.040994771090760496,1
0.010340792639767685,0.031163179158111082,0.1604659114651528,0.03588067567550037,0.0345109296050093,0.01584634687234866,0.02102318153902295,0.0,0.0,1
0.010702358815983288,0.0342794970739222,0.15774615025387903,0.04281559618421053,0.030866210966856423,0.01754416975152887,0.02015705795501826,0.0,0.0,1
0.019199163957050756,0.030789221008213737,0.16681202095812495,0.025930572336916233,0.03348585248802879,0.015280405912621921,0.024330198859768132,0.0,0.0,1
0.013685279769762212,0.027423597659137752,0.16590543388770035,0.038292821939399556,0.030752313509414254,0.016412287832075392,0.024566414382678512,0.0,0.023425583480434567,1
0.00997922646355168,0.027548250375770193,0.16363896621163884,0.029247273449777615,0.03348585248802879,0.01584634687234866,0.024960106920862462,0.0,0.0,1
0.017463646311215542,0.038019078572895514,0.10335092602840348,0.03437308426056338,0.02482964572241584,0.013865553513305075,0.03480242037546121,0.0,0.03318624326394898,1
0.01722862829667544,0.035152066090349314,0.09473834885936985,0.04160952305226094,0.026993697413819195,0.014997435432758551,0.032597742161631096,0.013013038426913825,0.03318624326394898,1
0.016360869473757835,0.04051213290554442,0.06119462725365996,0.04040344992031135,0.022210004201243635,0.011035848714671387,0.04039285441767332,0.0,0.03513837522065185,1
0.019199163957050756,0.037645120422998196,0.0457826470564419,0.0322624562796516,0.027107594871261367,0.009338025835491173,0.04495968786060714,0.0,0.0,1
0.02709938490736252,0.03702185683983596,0.0,0.0322624562796516,0.016287336414245224,0.005376439117404009,0.06306954461706886,0.0,0.01952131956702881,1
0.012618659549925903,0.03365623349075997,0.18041082701449382,0.02683512718587843,0.03052451859452959,0.016412287832075392,0.021416874077206906,0.0,0.0,1
0.0123836415353858,0.03714650955646843,0.17814435933843234,0.03768978537342476,0.022779491488454973,0.015280405912621921,0.02188930512302765,0.0,0.029281979350543212,1
0.012582502932304505,0.03240970632443553,0.17451801105673398,0.028945755166790217,0.03382754486035563,0.014714464952895181,0.021180658554296523,0.0,0.0,1
0.0121847801384671,0.0306645682915813,0.17678447873279543,0.030453346581727207,0.02870215927545322,0.015563376392485286,0.02370029079867381,0.0,0.054659694787680665,1
0.012492111388250403,0.028296166675564866,0.17225154338067247,0.023819944356004454,0.037130571126181504,0.01584634687234866,0.023227859752853082,0.0,0.023425583480434567,1
0.01077467205122609,0.026924986792607984,0.16409225974685115,0.038594340222386954,0.035877699094316484,0.0172611992716655,0.021101920046659735,0.0,0.0,1
0.010105774625227182,0.025678459626283522,0.1595593243947282,0.03768978537342476,0.04043359739200755,0.018676051670982345,0.01944841138628715,0.0,0.0,1
0.010105774625227182,0.02667568135934308,0.1613724985355774,0.04070496820329874,0.03792785332827752,0.018393081191118977,0.02015705795501826,0.0,0.0,1
0.010395027566199583,0.03240970632443553,0.1604659114651528,0.03980041335433655,0.031094005881741087,0.019241992630709085,0.021101920046659735,0.0,0.0,1
0.013305635284735709,0.030789221008213737,0.16454555328206344,0.023518426073017056,0.034397032147566974,0.016129317352212024,0.023464075275763448,0.00433767947563794,0.03318624326394898,1
0.009888834919497982,0.026426375926078195,0.15910603085951588,0.03467460254355078,0.036447186381527996,0.019241992630709085,0.022046782138301226,0.0028917863170919603,0.04880329891757201,1
0.010738515433604686,0.028296166675564866,0.15729285671866672,0.04522774244810972,0.033144160115701954,0.018676051670982345,0.021653089600117272,0.0,0.0,1
0.00985267830187618,0.028171513958932422,0.14414734419751013,0.028342718600815425,0.03599159655175883,0.016412287832075392,0.02661361558123505,0.0,0.046851166960869134,1
0.013088695579006106,0.026426375926078195,0.16635872742291263,0.02864423688380282,0.031435698254067765,0.01754416975152887,0.025590014981956774,0.0,0.06832461848460082,1
0.011823213962251495,0.03639859325667375,0.16590543388770035,0.02472449920496665,0.03371364740291329,0.003112675278497058,0.024960106920862462,0.0,0.0,2
0.008948762861337172,0.03240970632443553,0.16001261792994048,0.031659419713676806,0.03257467282849061,0.01584634687234866,0.022834167214669125,0.0,0.0,2
0.010033461389983983,0.03128783187474353,0.16182579207078968,0.03286549284562639,0.03291636520081745,0.01584634687234866,0.02370029079867381,0.0,0.01952131956702881,2
0.009545347052092878,0.017825338478439538,0.1595593243947282,0.031960937996664204,0.03508041689222065,0.016129317352212024,0.02440893736740492,0.0,0.0,2
0.009943069845930283,0.030041304708419096,0.15638626964824212,0.04432318759914753,0.030410621137087413,0.016978228791802132,0.023227859752853082,0.0,0.03318624326394898,2
0.01829524851651175,0.044750325271047525,0.17678447873279543,0.0162819872813195,0.01924867030774443,0.0,0.031967834100536774,0.0,0.0,2
0.012003997050359297,0.036273940540041315,0.16545214035248806,0.010854658187546334,0.03633328892408566,0.001697822879180213,0.02755847767287653,0.0,0.0,2
0.008948762861337172,0.033531580774127524,0.15411980197218064,0.028041200317828023,0.032802467743375106,0.01669525831193876,0.022755428707032337,0.0,0.0,2
0.010467340801442784,0.026551028642710636,0.16227908560600196,0.030754864864714612,0.031891288083836934,0.0172611992716655,0.026456138565961455,0.0,0.0,2
0.00959958197852558,0.02879477754209463,0.15411980197218064,0.029247273449777615,0.036447186381527996,0.014714464952895181,0.024802629905588874,0.0,0.0,2
0.00976228675782248,0.03340692805749508,0.15366650843696833,0.02985031001575241,0.032232980456163775,0.014714464952895181,0.025353799459046412,0.0,0.0,2
0.01818677866364675,0.041135396488706635,0.17043836923982328,0.008744030206634543,0.022551696573570472,0.003112675278497058,0.03322765022272542,0.0,0.0,2
0.011949762123926996,0.034902760657084406,0.15457309550739293,0.037086748807449964,0.02539913300962735,0.016412287832075392,0.026456138565961455,0.0,0.0,2
0.012311328300142602,0.03452880250718708,0.15230662783133145,0.04040344992031135,0.0242601584352045,0.016129317352212024,0.02661361558123505,0.0,0.017569187610325925,2
0.012962147417331005,0.03240970632443553,0.15140004076090685,0.03768978537342476,0.02653810758405003,0.01584634687234866,0.028030908718697272,0.0,0.0,2
0.01480613491603042,0.036273940540041315,0.1604659114651528,0.013869841017420314,0.032346877913606104,0.004527527677813901,0.02724352364232938,0.007229465792729901,0.046851166960869134,2
0.019813826456617358,0.04312983995482574,0.17134495631024788,0.018694133545218684,0.017654105903552576,0.006508321036857484,0.029211986333249125,0.0,0.07222888239800658,2
0.007213245215501959,0.04088609105544174,0.12148266743689534,0.0967873688389548,0.0009111796595381797,0.047539040617045975,0.003464494336018766,0.10603216496003856,0.0,3
0.01446264704862572,0.02493054332648887,0.08385930401427479,0.0473383704290215,0.032802467743375106,0.016978228791802132,0.03669214455874418,0.0,0.0,3
0.019090694104186158,0.010346175480492882,0.08521918461991164,0.038292821939399556,0.03473872451989381,0.013299612553578338,0.04708562756680047,0.0,0.0,3
0.018729127927970556,0.0037395814989733176,0.0775131945213026,0.038292821939399556,0.041344777051545725,0.016412287832075392,0.048739136227173054,0.0,0.0,3
0.015438875724407925,0.023808668876796876,0.0,0.041006486486286145,0.04487559823225627,0.010752878234808017,0.04803048965844194,0.0,0.0,3
0.009961148154741183,0.026551028642710636,0.0,0.04643381558005931,0.0463562651790058,0.027448136546746778,0.0373220526198385,0.0,0.0,3
0.01589083344467763,0.031661790024640854,0.0,0.04432318759914753,0.0366749812964125,0.013299612553578338,0.04637698099806936,0.0,0.0,3
0.022670199248720786,0.03378088620739242,0.0,0.03889585850537436,0.027449287243588204,0.009055055355627803,0.05362092370065404,0.0,0.0,3
0.00363374007096733,0.028545472108829746,0.0,0.08291752782153448,0.0076311296486324355,0.17572466799515207,0.012046991668428885,0.0,0.0,3
0.003724131615021031,0.028296166675564866,0.0,0.08231449125555969,0.01013687371236247,0.17572466799515207,0.01181077614551851,0.0,0.0,3
0.016776670576405736,0.03303296990759776,0.0,0.033468529411601194,0.027790979615915045,0.009338025835491173,0.05566812489921059,0.0,0.0,3
0.01704784520856724,0.026426375926078195,0.07298025916917966,0.05668543720163084,0.026993697413819195,0.02150575646961604,0.03362134276090936,0.01156714526836784,0.09955872979184692,3
0.01815062204602535,0.02792220852566754,0.014958686662005768,0.036785230524462566,0.040775289764334394,0.0036786162382237953,0.0459832884598854,0.0,0.054659694787680665,3
0.014281863960517917,0.0407614383388093,0.10833715491573875,0.038292821939399556,0.029157749105222393,0.0,0.032597742161631096,0.0,0.0,4
0.014860369842463122,0.03814373128952796,0.10924374198616335,0.02713664546886583,0.03359974994547112,0.0,0.03417251231436689,0.0,0.0,4
0.012907912490898303,0.04649546330390175,0.10153775188755433,0.04010193163732396,0.029271646562664566,0.0,0.0301568484248906,0.0,0.0,4
0.013323713593546609,0.0418833127885013,0.09927128421149282,0.04130800476927354,0.03257467282849061,0.0,0.03062927947071135,0.0,0.0,4
0.0033264088211840273,0.04574754700410708,0.07887307512693952,0.03768978537342476,0.05398739482763824,0.0,0.017007517649546656,0.0,0.0,4
0.013974532710734615,0.0531020572854213,0.03535689574655909,0.04372015103317273,0.030638416051971915,0.0,0.03558980545182911,0.0,0.0,4
0.014480725357436618,0.04263122908829597,0.0,0.05427329093773166,0.03337195503058646,0.0,0.0429124866620506,0.0,0.0,4
0.015438875724407925,0.047741990470226196,0.0,0.008140993640659752,0.0418003668813149,0.0,0.04558959592170146,0.0,0.0,4
0.0,0.08289405656057548,0.0,0.001507591414936992,0.06378257616767387,0.0,0.009606097931688396,0.0,0.0,4
0.000289252940972402,0.03689720412320352,0.14505393126793473,0.04583077901408451,0.03416923723268246,0.04980280445595292,0.0,0.057353761955657216,0.0,5
0.013070617270195206,0.044750325271047525,0.1477736924792085,0.05819302861656784,0.016401233871687553,0.04131369006005185,0.0028345862749244452,0.07856019494766492,0.0,5
